survey_year,awardee_id,vaccine_type_code,vaccine_type,vaccine_patient_type,doses_ordered,doses_wasted,reported_loss_pct,calculated_loss_pct,reported_minus_calculated_pct,included_in_standard_analysis,synthetic_data_notice
2024,SYN-AWD-014,covid,COVID-19,VFC pediatric doses only,11675,800,6.987,6.852,0.134,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-014,influenza,Influenza,VFC pediatric doses only,17611,2191,12.069,12.441,-0.372,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dtap,DTaP,VFC pediatric doses only,22226,577,2.19,2.596,-0.406,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dtap_ipv,DTaP-IPV,VFC pediatric doses only,6715,143,1.829,2.13,-0.301,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,12349,203,1.78,1.644,0.136,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,4762,245,5.116,5.145,-0.029,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,17020,656,3.818,3.854,-0.037,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,hepa_hepb,HepA-HepB,VFC pediatric doses only,2262,199,8.698,8.798,-0.1,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,20042,376,1.709,1.876,-0.167,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,hib,Hib,VFC pediatric doses only,24965,912,3.462,3.653,-0.191,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,hpv,HPV,VFC pediatric doses only,23401,575,2.757,2.457,0.3,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,mmr,MMR,VFC pediatric doses only,21477,1119,5.041,5.21,-0.169,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,pcv,PCV,VFC pediatric doses only,24016,416,1.789,1.732,0.057,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,ppv23,PPSV23,VFC pediatric doses only,3768,139,3.393,3.689,-0.296,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,polio,Polio,VFC pediatric doses only,15078,387,2.37,2.567,-0.197,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,rota,Rotavirus,VFC pediatric doses only,17000,595,3.622,3.5,0.122,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,td,Td,VFC pediatric doses only,2394,97,3.92,4.052,-0.132,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,tdap,Tdap,VFC pediatric doses only,20944,604,2.634,2.884,-0.25,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,varicella,Varicella,VFC pediatric doses only,18390,727,4.115,3.953,0.161,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,mmrv,MMRV,VFC pediatric doses only,4425,152,3.438,3.435,0.003,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,menb,MenB,VFC pediatric doses only,9581,343,3.425,3.58,-0.155,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dengue,Dengue,VFC pediatric doses only,840,73,8.703,8.69,0.012,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,5992,147,2.443,2.453,-0.01,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,menabcwy,MenABCWY,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,menacwy,MenACWY,VFC pediatric doses only,27096,918,3.632,3.388,0.244,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,nirsevimab,Nirsevimab,VFC pediatric doses only,10655,553,,5.19,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,mpox,Mpox,VFC pediatric doses only,595,70,11.516,11.765,-0.249,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,rsv_maternal,RSV Maternal,VFC pediatric doses only,5817,268,4.624,4.607,0.017,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,covid,COVID-19,VFC pediatric doses only,22144,2208,10.17,9.971,0.199,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-015,influenza,Influenza,VFC pediatric doses only,39311,4648,11.805,11.824,-0.019,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dtap,DTaP,VFC pediatric doses only,12307,381,3.159,3.096,0.063,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dtap_ipv,DTaP-IPV,VFC pediatric doses only,4234,105,2.476,2.48,-0.004,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,6905,245,3.606,3.548,0.057,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,1917,68,3.285,3.547,-0.262,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,10501,319,2.95,3.038,-0.088,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,hepa_hepb,HepA-HepB,VFC pediatric doses only,1300,38,,2.923,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,14477,423,2.975,2.922,0.053,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,hib,Hib,VFC pediatric doses only,10502,328,3.041,3.123,-0.082,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,hpv,HPV,VFC pediatric doses only,17911,438,2.518,2.445,0.073,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,mmr,MMR,VFC pediatric doses only,11126,521,4.68,4.683,-0.003,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,pcv,PCV,VFC pediatric doses only,13591,357,2.821,2.627,0.194,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,ppv23,PPSV23,VFC pediatric doses only,1809,87,4.985,4.809,0.176,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,polio,Polio,VFC pediatric doses only,11300,295,,2.611,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,rota,Rotavirus,VFC pediatric doses only,9359,768,8.628,8.206,0.422,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,td,Td,VFC pediatric doses only,1665,42,3.046,2.523,0.523,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,tdap,Tdap,VFC pediatric doses only,13053,297,2.22,2.275,-0.055,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,varicella,Varicella,VFC pediatric doses only,12998,469,3.586,3.608,-0.022,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,mmrv,MMRV,VFC pediatric doses only,2498,80,3.41,3.203,0.208,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,menb,MenB,VFC pediatric doses only,6536,201,2.948,3.075,-0.127,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dengue,Dengue,VFC pediatric doses only,509,40,7.871,7.859,0.013,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,3527,111,3.063,3.147,-0.084,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,menabcwy,MenABCWY,VFC pediatric doses only,1173,71,6.042,6.053,-0.011,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,menacwy,MenACWY,VFC pediatric doses only,10764,196,1.841,1.821,0.02,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,nirsevimab,Nirsevimab,VFC pediatric doses only,7593,385,5.036,5.07,-0.034,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,rsv_maternal,RSV Maternal,VFC pediatric doses only,3852,219,5.683,5.685,-0.002,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,covid,COVID-19,VFC pediatric doses only,10709,1073,10.352,10.02,0.332,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-016,influenza,Influenza,VFC pediatric doses only,21204,2605,12.049,12.285,-0.236,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dtap,DTaP,VFC pediatric doses only,7808,170,2.592,2.177,0.414,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dtap_ipv,DTaP-IPV,VFC pediatric doses only,2567,79,2.969,3.078,-0.109,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,3418,95,2.739,2.779,-0.041,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,1490,47,3.194,3.154,0.04,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,8202,217,,2.646,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,hepa_hepb,HepA-HepB,VFC pediatric doses only,975,39,4.284,4.0,0.284,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,7471,229,3.023,3.065,-0.042,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,hib,Hib,VFC pediatric doses only,8156,213,2.447,2.612,-0.165,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,hpv,HPV,VFC pediatric doses only,8326,194,2.477,2.33,0.147,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,mmr,MMR,VFC pediatric doses only,7095,210,2.9,2.96,-0.06,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,pcv,PCV,VFC pediatric doses only,8178,201,2.63,2.458,0.172,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,ppv23,PPSV23,VFC pediatric doses only,874,43,4.984,4.92,0.064,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,polio,Polio,VFC pediatric doses only,5809,170,2.988,2.926,0.062,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,rota,Rotavirus,VFC pediatric doses only,4822,160,3.524,3.318,0.205,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,td,Td,VFC pediatric doses only,862,29,3.5,3.364,0.135,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,tdap,Tdap,VFC pediatric doses only,7276,146,2.042,2.007,0.036,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,varicella,Varicella,VFC pediatric doses only,7622,185,2.549,2.427,0.121,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,mmrv,MMRV,VFC pediatric doses only,1446,49,2.852,3.389,-0.537,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,menb,MenB,VFC pediatric doses only,4478,142,3.149,3.171,-0.022,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,1828,68,3.798,3.72,0.078,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,menabcwy,MenABCWY,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,menacwy,MenACWY,VFC pediatric doses only,7844,265,3.339,3.378,-0.04,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,nirsevimab,Nirsevimab,VFC pediatric doses only,3698,294,7.889,7.95,-0.061,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,mpox,Mpox,VFC pediatric doses only,207,16,7.526,7.729,-0.203,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,rsv_maternal,RSV Maternal,VFC pediatric doses only,2391,146,5.796,6.106,-0.311,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,covid,COVID-19,VFC pediatric doses only,7360,1107,15.035,15.041,-0.006,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-017,influenza,Influenza,VFC pediatric doses only,13661,1554,11.62,11.375,0.244,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dtap,DTaP,All publicly funded doses,11751,272,2.499,2.315,0.184,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dtap_ipv,DTaP-IPV,All publicly funded doses,3904,107,2.746,2.741,0.006,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dtap_hepb_ipv,DTaP-HepB-IPV,All publicly funded doses,4131,130,3.262,3.147,0.115,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dtap_ipv_hib,DTaP-IPV-Hib,All publicly funded doses,1985,107,5.563,5.39,0.173,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,hepa_pediatric,HepA Pediatric,All publicly funded doses,9357,361,3.976,3.858,0.118,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,hepa_hepb,HepA-HepB,All publicly funded doses,1516,45,2.929,2.968,-0.039,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,hepb_pediatric,HepB Pediatric,All publicly funded doses,9413,241,2.598,2.56,0.038,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,hib,Hib,All publicly funded doses,10114,238,2.273,2.353,-0.08,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,hpv,HPV,All publicly funded doses,8945,200,1.856,2.236,-0.38,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,mmr,MMR,All publicly funded doses,8686,237,2.62,2.729,-0.109,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,pcv,PCV,All publicly funded doses,14150,278,1.718,1.965,-0.246,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,ppv23,PPSV23,All publicly funded doses,1481,63,4.167,4.254,-0.087,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,polio,Polio,All publicly funded doses,8046,133,1.771,1.653,0.118,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,rota,Rotavirus,All publicly funded doses,8644,333,3.37,3.852,-0.483,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,td,Td,All publicly funded doses,1485,69,4.888,4.646,0.242,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,tdap,Tdap,All publicly funded doses,11184,428,4.102,3.827,0.275,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,varicella,Varicella,All publicly funded doses,10928,464,4.352,4.246,0.106,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,mmrv,MMRV,All publicly funded doses,2047,72,3.583,3.517,0.066,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,menb,MenB,All publicly funded doses,4723,168,3.475,3.557,-0.083,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dengue,Dengue,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,All publicly funded doses,2842,102,3.588,3.589,-0.001,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,menabcwy,MenABCWY,All publicly funded doses,1084,53,4.751,4.889,-0.139,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,menacwy,MenACWY,All publicly funded doses,11377,368,3.493,3.235,0.259,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,nirsevimab,Nirsevimab,All publicly funded doses,6276,335,5.381,5.338,0.043,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,mpox,Mpox,All publicly funded doses,303,30,,9.901,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,rsv_maternal,RSV Maternal,All publicly funded doses,2680,137,5.186,5.112,0.074,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,covid,COVID-19,All publicly funded doses,12975,1270,9.608,9.788,-0.18,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-018,influenza,Influenza,All publicly funded doses,19716,1501,7.597,7.613,-0.016,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dtap,DTaP,VFC pediatric doses only,11086,396,3.483,3.572,-0.089,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dtap_ipv,DTaP-IPV,VFC pediatric doses only,2796,116,4.146,4.149,-0.003,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,4426,129,3.052,2.915,0.137,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,2056,84,4.165,4.086,0.079,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,10628,369,3.366,3.472,-0.106,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,hepa_hepb,HepA-HepB,VFC pediatric doses only,1042,38,3.439,3.647,-0.208,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,9312,257,2.824,2.76,0.064,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,hib,Hib,VFC pediatric doses only,8246,246,2.887,2.983,-0.096,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,hpv,HPV,VFC pediatric doses only,11156,285,2.604,2.555,0.049,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,mmr,MMR,VFC pediatric doses only,7049,277,4.158,3.93,0.228,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,pcv,PCV,VFC pediatric doses only,9979,263,2.498,2.636,-0.137,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,ppv23,PPSV23,VFC pediatric doses only,1599,123,7.455,7.692,-0.238,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,polio,Polio,VFC pediatric doses only,7865,268,3.162,3.408,-0.246,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,rota,Rotavirus,VFC pediatric doses only,6198,298,4.754,4.808,-0.054,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,td,Td,VFC pediatric doses only,1022,26,2.486,2.544,-0.058,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,tdap,Tdap,VFC pediatric doses only,9945,265,2.979,2.665,0.315,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,varicella,Varicella,VFC pediatric doses only,8477,418,5.008,4.931,0.077,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,mmrv,MMRV,VFC pediatric doses only,2309,88,3.863,3.811,0.052,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,menb,MenB,VFC pediatric doses only,4711,225,4.809,4.776,0.033,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-019,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,2555,173,6.732,6.771,-0.039,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
